iter	RMSE
251	174.7383446
252	173.4725291
253	172.087939
254	170.8980019
255	169.6904934
256	168.5125817
257	167.4445468
258	166.4135636
259	165.5530747
260	165.0061416
261	164.1070032
262	163.0194706
263	161.8394952
264	160.5841847
265	159.2762269
266	158.2171934
267	157.0739833
268	155.8362265
269	154.8215502
270	154.0972078
271	153.5082822
272	152.2660868
273	151.0760036
274	150.0110213
275	149.1343705
276	148.2491926
277	147.8247234
278	146.9530297
279	145.9376368
280	145.350325
281	144.9337161
282	144.0399956
283	143.6126082
284	143.1697352
285	142.077411
286	141.1706609
287	140.6287344
288	139.7993992
289	139.1692158
290	138.1451424
291	137.1960455
292	136.8451
293	136.0810173
294	135.1300742
295	134.7486825
296	134.0246365
297	133.3312094
298	132.9551098
299	132.0188821
300	131.2231078
301	130.8427765
302	129.9185178
303	129.5026607
304	128.8197064
305	128.0297926
306	127.6959116
307	127.0327368
308	126.7052341
309	126.0489388
310	125.7480053
311	125.4176451
312	124.6621681
313	124.0257762
314	123.7307101
315	123.1182054
316	122.5166917
317	122.2035135
318	121.91857
319	121.3234265
320	120.6067721
321	120.004362
322	119.7216367
323	118.9758885
324	118.4046379
325	118.1359526
326	117.8569164
327	117.5808491
328	116.907208
329	116.6489125
330	116.0182273
331	115.4682022
332	115.2168883
333	114.5102131
334	113.8183729
335	113.5672442
336	113.326246
337	112.8645001
338	112.3349796
339	112.0872253
340	111.8566773
341	111.3485761
342	111.1207156
343	110.6046429
344	110.3811636
345	110.1467463
346	109.9278472
347	109.3785513
348	109.1635582
349	108.5340058
350	108.0585221
351	107.8409412
352	107.6344327
353	107.2051759
354	107.0024785
355	106.5381257
356	106.3391129
357	106.1422678
358	105.6858284
359	105.4793533
360	104.9278572
361	104.5178532
362	104.3294941
363	104.0865305
364	103.8465357
365	103.4480849
366	102.9293678
367	102.7495607
368	102.5695756
369	102.151947
370	101.9753057
371	101.4731349
372	101.3037396
373	100.9064951
374	100.7378897
375	100.3499531
376	99.71703783
377	99.55276563
378	99.0768648
379	98.91362952
380	98.75232597
381	98.38366207
382	97.92189007
383	97.76517808
384	97.34182202
385	97.18953587
386	97.03752348
387	96.44705763
388	96.29746244
389	96.08088844
390	95.93504469
391	95.59718031
392	95.16240135
393	94.73961597
394	94.59845284
395	94.39470665
396	94.25585121
397	94.1186639
398	93.56337641
399	93.36733104
400	93.22810397
401	92.68845016
402	92.55136533
403	92.36287301
404	92.233982
405	91.71006135
406	91.31674774
407	91.19076992
408	91.06066841
409	90.74764193
410	90.61967877
411	90.49323457
412	90.18798305
413	89.81465706
414	89.69086478
415	89.52088511
416	89.39973321
417	89.10507645
418	88.98591759
419	88.69681411
420	88.57961493
421	88.24482768
422	88.12945603
423	87.8479107
424	87.7344355
425	87.4435321
426	87.16841213
427	86.89739787
428	86.74385873
429	86.46136746
430	86.1960567
431	85.93471487
432	85.83437606
433	85.56650677
434	85.4198157
435	85.16438003
436	85.0208202
437	84.91856532
438	84.64912098
439	84.3995963
440	84.15380776
441	83.89151355
442	83.65021888
443	83.41254911
444	83.27590335
445	83.14157888
446	82.90864851
447	82.81016089
448	82.5570579
449	82.32929036
450	82.19839593
451	81.95217647
452	81.72982704
453	81.51083314
454	81.3111251
455	81.09604901
456	80.97276466
457	80.68772949
458	80.54517125
459	80.20205778
460	79.92499717
461	79.7851882
462	79.66832458
463	79.39757703
464	79.26218764
465	78.93017203
466	78.69787368
467	78.56509406
468	78.24093645
469	78.01427163
470	77.79145681
471	77.66873036
472	77.54057073
473	77.22534979
474	77.00878287
475	76.8906097
476	76.76616442
477	76.54913163
478	76.43456866
479	76.1293736
480	76.01646085
481	75.80814168
482	75.69736886
483	75.58750528
484	75.47925033
485	75.26995071
486	75.16271137
487	75.04633954
488	74.75154327
489	74.55125376
490	74.24909821
491	74.05218502
492	73.95007555
493	73.74877142
494	73.45401818
495	73.35177922
496	73.0640226
497	72.87241663
498	72.77438632
499	72.57841685
500	72.2348022
501	71.9572297
502	71.62336547
503	71.51763391
504	71.33342418
505	71.2403
506	70.97287334
507	70.881591
508	70.69023075
509	70.36796651
510	70.26774717
511	70.16902451
512	69.9804443
513	69.66542793
514	69.56891323
515	69.39435977
516	69.22753477
517	68.9198682
518	68.74908811
519	68.4998939
520	68.25463109
521	68.01203437
522	67.84396393
523	67.7686585
524	67.53203333
525	67.29316275
526	67.12789175
527	67.05459128
528	66.82476924
529	66.66241568
530	66.44554482
531	66.37415285
532	66.15077787
533	65.99103599
534	65.77272358
535	65.56082918
536	65.34882138
537	65.27992386
538	65.2120563
539	65.003851
540	64.79271413
541	64.58473909
542	64.38055104
543	64.31461736
544	64.24966785
545	64.04475161
546	63.84489031
547	63.78148311
548	63.57751396
549	63.51521015
550	63.31631401
551	63.1205679
552	63.07636499
553	62.8703983
554	62.67802349
555	62.63475002
556	62.51228813
557	62.45311414
558	62.26251373
559	62.07519349
560	61.90829614
561	61.85048572
562	61.65434297
563	61.59744137
564	61.43590142
565	61.31911749
566	61.12214757
567	60.94065474
568	60.77874484
569	60.59956432
570	60.5612727
571	60.50647784
572	60.34673077
573	60.11929827
574	60.00815245
575	59.81176138
576	59.62316814
577	59.51391619
578	59.3431565
579	59.12504504
580	59.07220563
581	58.85793732
582	58.80588237
583	58.65249273
584	58.61437677
585	58.39580751
586	58.30330918
587	58.11299172
588	57.90811868
589	57.8576189
590	57.75805216
591	57.5711371
592	57.39531809
593	57.30536938
594	57.20820689
595	57.0330407
596	56.93721304
597	56.84956705
598	56.66687778
599	56.46920758
600	56.43434438
601	56.2632994
602	56.13280802
603	56.00533577
604	55.81268104
605	55.72814631
606	55.55887755
607	55.45844066
608	55.35964149
609	55.19254821
610	55.07151498
611	54.98937656
612	54.81425233
613	54.62676075
614	54.5312608
615	54.36781
616	54.25150871
617	54.15870905
618	54.04645035
619	53.88473545
620	53.80543848
621	53.6231221
622	53.53350968
623	53.37384038
624	53.2854384
625	53.2114302
626	53.10476126
627	52.93753434
628	52.75968095
629	52.68795906
630	52.61744687
631	52.53187653
632	52.3768793
633	52.29245812
634	52.22360773
635	52.12190402
636	51.9692084
637	51.8871365
638	51.80340364
639	51.65263337
640	51.61891447
641	51.52091684
642	51.43883205
643	51.29011108
644	51.2089022
645	51.17609518
646	51.0960951
647	50.94941122
648	50.8551214
649	50.79069935
650	50.75879517
651	50.61559773
652	50.58440962
653	50.39731921
654	50.3665468
655	50.29102582
656	50.15120929
657	50.08861843
658	50.05875054
659	49.92213761
660	49.73872881
661	49.70956648
662	49.67887129
663	49.60471915
664	49.47137189
665	49.44151867
666	49.26168575
667	49.23225547
668	49.15943702
669	49.02941365
670	48.94139667
671	48.7658412
672	48.63822637
673	48.46431023
674	48.43614015
675	48.40833176
676	48.38088013
677	48.32136629
678	48.29437037
679	48.26772033
680	48.14428773
681	47.97484842
682	47.94887612
683	47.87869559
684	47.75794857
685	47.58979916
686	47.41882007
687	47.39358464
688	47.36867053
689	47.28630712
690	47.22315892
691	47.10476259
692	46.94180903
693	46.87984524
694	46.78848194
695	46.72760288
696	46.61216647
697	46.44614929
698	46.38639133
699	46.27317708
700	46.19402279
701	46.10477189
702	46.0464471
703	45.93526561
704	45.77331994
705	45.71606886
706	45.60703061
707	45.44776828
708	45.39157032
709	45.28463443
710	45.20899492
711	45.122476
712	45.01733951
713	44.8620293
714	44.80727939
715	44.70417037
716	44.55144085
717	44.47888704
718	44.41839431
719	44.31711145
720	44.21797524
721	44.06814235
722	43.94149601
723	43.87099251
724	43.78835702
725	43.66488598
726	43.52032525
727	43.45199415
728	43.37805573
729	43.24747611
730	43.16778648
731	43.08941008
732	43.01633136
733	42.93918378
734	42.85301013
735	42.72527894
736	42.6494217
737	42.56450283
738	42.50966209
739	42.38451115
740	42.33050513
741	42.23249943
742	42.10601275
743	42.02232202
744	41.95588004
745	41.85968942
746	41.73779956
747	41.65555666
748	41.58998199
749	41.5089534
750	41.41562523
751	41.2909281
752	41.2111255
753	41.1196407
754	41.05567592
755	40.93672085
756	40.8582802
757	40.80464113
758	40.74161872
759	40.68858354
760	40.63617931
761	40.56309824
762	40.51129327
763	40.46010431
764	40.38818053
765	40.29860537
766	40.23689135
767	40.18625177
768	40.13496838
769	40.01279119
770	39.96193589
771	39.87385074
772	39.81370928
773	39.76341267
774	39.7137133
775	39.62738939
776	39.5067835
777	39.45752487
778	39.39887635
779	39.28133784
780	39.23246278
781	39.18416835
782	39.13644786
783	39.08929468
784	38.97051106
785	38.92375061
786	38.85213972
787	38.79456115
788	38.72410158
789	38.60711638
790	38.56049372
791	38.50451675
792	38.43476827
793	38.38854139
794	38.27314617
795	38.22734975
796	38.18209872
797	38.1267179
798	38.08193984
799	38.03769525
800	37.92256019
801	37.87868434
802	37.80959146
803	37.75562665
804	37.64181182
805	37.59819459
806	37.55509803
807	37.51251609
808	37.4020603
809	37.35568533
810	37.30984749
811	37.24178918
812	37.19723211
813	37.15343987
814	37.11195041
815	37.04003107
816	36.99492261
817	36.95428246
818	36.9019955
819	36.85778896
820	36.74601372
821	36.70613446
822	36.66673276
823	36.55703712
824	36.51395792
825	36.44748635
826	36.40438714
827	36.36171217
828	36.31930229
829	36.20954216
830	36.17104837
831	36.13301623
832	36.09544037
833	36.04464342
834	36.00746439
835	35.93785081
836	35.90103289
837	35.86063489
838	35.75173489
839	35.71164717
840	35.60407474
841	35.56438449
842	35.52257236
843	35.48711182
844	35.45207783
845	35.41089345
846	35.3762386
847	35.31103841
848	35.27036049
849	35.23600823
850	35.18740285
851	35.0810872
852	35.04701003
853	35.01334398
854	34.90774443
855	34.84352479
856	34.71571287
857	34.65248642
858	34.61284091
859	34.54706577
860	34.50929822
861	34.47020516
862	34.43283882
863	34.39591025
864	34.29239536
865	34.25958202
866	34.22085774
867	34.18840178
868	34.14209696
869	34.10998753
870	34.04828546
871	33.92286999
872	33.86212321
873	33.8246151
874	33.72290902
875	33.69076313
876	33.65900618
877	33.62189277
878	33.59048292
879	33.48760112
880	33.42768939
881	33.39101272
882	33.32898053
883	33.29377625
884	33.25898536
885	33.22278272
886	33.19213828
887	33.1487683
888	33.04899006
889	32.94734576
890	32.91304588
891	32.81532391
892	32.71527992
893	32.68121271
894	32.62314946
895	32.56611006
896	32.46117961
897	32.36605006
898	32.2938267
899	32.23769514
900	32.14458822
901	32.11652507
902	32.04541875
903	31.99035144
904	31.89910616
905	31.86353653
906	31.83600775
907	31.80888757
908	31.74157256
909	31.68756973
910	31.65307633
911	31.56287396
912	31.53628695
913	31.47259509
914	31.44241829
915	31.37151115
916	31.3016024
917	31.23267762
918	31.17957814
919	31.0908814
920	31.02296772
921	30.98887516
922	30.92617687
923	30.87400118
924	30.78781705
925	30.75440144
926	30.68737589
927	30.65352678
928	30.62378898
929	30.55764974
930	30.49243674
931	30.44122212
932	30.4077859
933	30.3573602
934	30.32437622
935	30.29194949
936	30.26225336
937	30.22952157
938	30.17966644
939	30.14760792
940	30.11608953
941	30.08695141
942	30.0007512
943	29.97188822
944	29.9072069
945	29.87864994
946	29.84741381
947	29.78358295
948	29.73413038
949	29.70330031
950	29.61892353
951	29.5414344
952	29.4783813
953	29.40191573
954	29.34390185
955	29.31319438
956	29.25066501
957	29.20283375
958	29.17252349
959	29.09073551
960	29.01552057
961	28.95375636
962	28.87953266
963	28.8234583
964	28.76222102
965	28.68307093
966	28.62285822
967	28.56226
968	28.52074225
969	28.47507441
970	28.44464701
971	28.38521146
972	28.3441416
973	28.26575254
974	28.19414849
975	28.14956108
976	28.11929599
977	28.0487899
978	27.9726939
979	27.91568787
980	27.88571145
981	27.85924931
982	27.83311066
983	27.79266409
984	27.76682511
985	27.70769122
986	27.66407661
987	27.63441561
988	27.5567683
989	27.51734963
990	27.42671893
991	27.35834125
992	27.31539884
993	27.27657057
994	27.20154402
995	27.13415188
996	27.06778576
997	26.97860531
998	26.93650629
999	26.87110327
